customer_id,verified_review_count
12615670,1
12616071,1
12616943,1
12618056,1
12618126,1
12619961,1
12620015,1
12621366,1
12621408,1
12622025,2
12622993,1
12624392,1
12626809,1
12628880,1
12630696,1
12633496,1
12634437,1
12634891,1
12635573,1
12637241,1
12639375,2
12640178,1
12641330,1
12641365,1
12641515,1
12644489,1
12645792,1
12651360,1
12651900,2
12652536,1
12653331,1
12655358,1
12656318,1
12659542,1
12663260,1
12663432,1
12663718,1
12663792,1
12665462,1
12666424,1
12666514,1
12666532,1
12669858,1
12670622,1
12672954,1
12673378,1
12673430,1
12673461,1
12673782,1
12673816,1
12677852,1
12678232,2
12680781,3
12680821,1
12681651,1
12682812,1
12686081,1
12687452,1
12687584,1
12688403,1
12691587,1
12694258,1
12695290,1
12696629,1
12696851,1
12699040,1
12699950,1
12701108,1
12702016,1
12702435,1
12704144,1
12704516,3
12704774,1
12706293,1
12711294,1
12712357,1
12713963,1
12714092,1
12714642,1
12714798,1
12715198,3
12715422,1
12716028,1
12718437,1
12718936,1
12719573,1
12723106,1
12725511,1
12726915,2
12728704,1
12731468,1
12731553,2
12731922,1
12733439,1
12736742,1
12737449,2
12740594,1
12742325,2
12742938,3
12743767,1
12744993,1
12745564,4
12747667,2
12748089,1
12748257,1
12748763,1
12748993,1
12749465,2
12750406,1
12751294,1
12753950,1
12754128,1
12755528,2
12756823,1
12757873,1
12759261,1
12760148,1
12760662,1
12761105,1
12762535,1
12762726,1
12764459,1
12764590,1
12765022,1
12765686,2
12765909,1
12767333,1
12768092,1
12768502,1
12769405,1
12771195,1
12771994,1
12772171,1
12774003,1
12774562,1
12776984,1
12777096,1
12777223,1
12777516,1
12778339,1
12778598,1
12781533,1
12783005,1
12783328,1
12784414,1
12784690,1
12785372,1
12785436,1
12791073,1
12791867,2
12792685,4
12793996,1
12794399,1
12796484,1
12798349,1
12798398,1
12800095,1
12801703,1
12804076,1
12806067,1
12806181,1
12806335,1
12806607,2
12812488,1
12812972,2
12817045,1
12817489,1
12819475,1
12820450,2
12822990,1
12823582,1
12824633,1
12824966,1
12827460,3
12828194,1
12828321,1
12829889,1
12830238,1
12832657,1
12835200,1
12837637,1
12839001,2
12840182,1
12840269,1
12843454,1
12844074,1
12844821,1
12844973,1
12846750,1
12848167,12
12849525,1
12850356,1
12851321,2
12852147,1
12854479,1
12854662,1
12856857,1
12857305,1
12857874,3
12858253,1
12858950,1
12862519,1
12862955,1
12864134,2
12864618,1
12868757,1
12869701,2
12869930,1
12870327,1
12872827,1
12873851,1
12875142,1
12877537,1
12877721,1
12878083,1
12880249,1
12880633,1
12881758,1
12884756,1
12888173,1
12891414,1
12893256,1
12893661,1
12897952,1
12899788,1
12911189,1
12911783,2
12914668,1
12915684,2
12915964,1
12917337,1
12917655,1
12921681,1
12921820,1
12922721,2
12924183,1
12924286,1
12926958,1
12928062,1
12928493,1
12929966,2
12932434,2
12934548,1
12941387,1
12941506,1
12941532,1
12942111,2
12942228,1
12942443,1
12949366,2
12949465,1
12951291,1
12951983,1
12953699,1
12955856,1
12956600,2
12959126,1
12962446,1
12963337,1
12969170,1
12970178,2
12972935,1
12973006,1
12977143,1
12981150,1
12981726,1
12985687,1
12986669,1
12986806,1
12987870,1
12988510,1
12990655,1
12992057,1
12993699,2
12994062,1
12994326,1
12995725,1
12996164,1
12999842,1
13001994,1
13003762,1
13007468,2
13009846,1
13010014,1
13010806,1
13016697,1
13019759,1
13021071,2
13023190,1
13024187,2
13024778,2
13024788,1
13025226,2
13027938,1
13030799,1
13031358,1
13031507,1
13032303,2
13033998,1
13034419,1
13036206,1
13036846,3
13039279,1
13040575,1
13040782,1
13043502,2
13049413,1
13051185,1
13053506,2
13053941,3
13056059,1
13059057,1
13062883,1
13065798,2
13066980,2
13067023,1
13072534,1
13073320,1
13076419,1
13077976,1
13077981,1
13078149,1
13078675,1
13079854,4
13079930,1
13081152,1
13081920,1
13082455,2
13082658,2
13082909,1
13083593,1
13083890,1
13084189,1
13084463,1
13084545,1
13085964,1
13086406,1
13086600,1
13086757,2
13095516,1
13095754,1
13096139,1
13099305,1
13099400,1
13099492,1
13099549,1
13100095,1
13101582,1
13102606,1
13103100,1
13105598,1
13106287,1
13106530,1
13108479,1
13110380,1
13112169,1
13115720,1
13117185,1
13117609,1
13121044,2
13122355,1
13122496,1
13123043,1
13123922,1
13124242,1
